Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr7:97567923-97570930	7	97567923	97570930	-	null					Not found	0	0.67599815
Chr7:97571088-97576517	7	97571088	97576517	-	null					Not found	0	0.5513871
Chr7:97576666-97586066	7	97576666	97586066	-	null					Not found	0	0.45239934
Chr7:97586881-97598251	7	97586881	97598251	-	null					Not found	0	0.4047255
Chr7:97598720-97603059	7	97598720	97603059	-	null					Not found	0	0.3549291
Chr7:97604100-97608973	7	97604100	97608973	-	null					Not found	0	0.34816796
Chr7:97609161-97610778	7	97609161	97610778	-	null					Not found	0	0.427631
Chr7:97622184-97623241	7	97622184	97623241	-	null					Not found	0	0.47198293
Chr7:97632031-97707521	7	97632031	97707521	-	null					Not found	0	0.4331013
Chr7:97728402-97729750	7	97728402	97729750	+	null					Not found	0	1.1183494
Chr7:97729978-97731513	7	97729978	97731513	+	null					Not found	0	1.1626558
Chr7:97731704-97734060	7	97731704	97734060	+	null					Not found	0	1.2451361
Chr7:97735391-97736885	7	97735391	97736885	+	null					Not found	0	2.288594
Chr7:97736987-97759948	7	97736987	97759948	+	null					Not found	0	2.9884815
Chr7:97778372-97832828	7	97778372	97832828	-	null					Not found	0	0.2375591
Chr7:97833100-97839568	7	97833100	97839568	-	null					Not found	0	0.33428255
Chr7:97889558-97902594	7	97889558	97902594	+	null					Not found	0	1.2240772
Chr7:97915307-97944697	7	97915307	97944697	+	null					Not found	0	2.6236126
Chr7:97957142-97977114	7	97957142	97977114	+	null					Not found	0	0.510415
Chr7:97985844-97987581	7	97985844	97987581	-	null					Not found	0	0.27879545
Chr7:97987694-97993151	7	97987694	97993151	-	null					Not found	0	0.37255448
Chr7:97994505-98026870	7	97994505	98026870	-	null					Not found	0	0.32622066
Chr7:98302800-98342308	7	98302800	98342308	-	null					Not found	0	3.0248134
Chr7:98667682-98709755	7	98667682	98709755	+	null					Not found	0	2.418773
Chr7:98748586-98750468	7	98748586	98750468	-	null					Not found	0	2.6328247
Chr7:98770606-98783375	7	98770606	98783375	-	null					Not found	0	3.3160515
Chr7:98781258-98812963	7	98781258	98812963	+	null					Not found	0	0.9476475
Chr7:98784623-98787003	7	98784623	98787003	-	null					Not found	0	1.9817343
Chr7:98813034-98819782	7	98813034	98819782	-	null					Not found	0	6.753461
Chr7:98820809-98960816	7	98820809	98960816	+	null					Not found	0	1.6320394
Chr7:99592594-99608827	7	99592594	99608827	+	null					Not found	0	0.68336743
Chr7:99609193-99626170	7	99609193	99626170	-	null					Not found	0	17.645117
Chr7:99622714-99677223	7	99622714	99677223	+	null					Not found	0	3.256061
Chr7:99677327-99843057	7	99677327	99843057	-	null					Not found	0	0.28694317
Chr7:99890845-99900701	7	99890845	99900701	-	null					Not found	0	0.4057112
Chr7:99954362-99962488	7	99954362	99962488	-	null					Not found	0	4.405245
Chr7:101135848-101139240	7	101135848	101139240	+	null					Not found	0	2.2949007
Chr7:101139368-101141083	7	101139368	101141083	+	null					Not found	0	1.3107381
Chr7:102586424-102591151	7	102586424	102591151	-	null					Not found	0	5.035611
Chr7:102648949-102870687	7	102648949	102870687	-	null					Not found	0	0.17895827
Chr7:104514579-104641927	7	104514579	104641927	+	null					Not found	0	1.3738075
Chr7:104667489-104800538	7	104667489	104800538	+	null					Not found	0	1.0070873
Chr7:104908977-104910740	7	104908977	104910740	+	null					Not found	0	1.2234931
Chr7:104980942-104982013	7	104980942	104982013	+	null					Not found	0	0.45989755
Chr7:104983465-104984754	7	104983465	104984754	+	null					Not found	0	0.57736826
Chr7:105353981-105593221	7	105353981	105593221	+	null					Not found	0	0.18020298
Chr7:106535471-106616778	7	106535471	106616778	-	null					Not found	0	0.8089163
Chr7:106709284-106753583	7	106709284	106753583	+	null					Not found	0	3.6918805
Chr7:107003430-107005575	7	107003430	107005575	+	null					Not found	0	1.106275
Chr7:107005871-107008442	7	107005871	107008442	+	null					Not found	0	1.2792616
Chr7:107008569-107009631	7	107008569	107009631	+	null					Not found	0	3.4814205
Chr7:107262966-107379135	7	107262966	107379135	+	null					Not found	0	0.046263628
Chr7:107413387-107445016	7	107413387	107445016	-	null					Not found	0	1.3046076
Chr7:107584160-107634384	7	107584160	107634384	+	null					Not found	0	0.46299648
Chr7:107734326-107775822	7	107734326	107775822	+	null					Not found	0	1.3576542
Chr7:107895113-107963092	7	107895113	107963092	+	null					Not found	0	0.80042785
Chr7:108728320-108760245	7	108728320	108760245	-	null					Not found	0	2.4792478
Chr7:109037959-109198963	7	109037959	109198963	+	null					Not found	0	0.1227986
Chr7:109199761-109204952	7	109199761	109204952	+	null					Not found	0	0.18950392
Chr7:110031818-110186641	7	110031818	110186641	-	null					Not found	0	1.1529995
Chr7:112666627-112833064	7	112666627	112833064	+	null					Not found	0	0.30790845
Chr7:113681841-113739521	7	113681841	113739521	+	null					Not found	0	0.2811767
Chr7:113894648-113897005	7	113894648	113897005	+	null					Not found	0	3.6620371
Chr7:113897211-113938977	7	113897211	113938977	+	null					Not found	0	6.4658084
Chr7:113986366-114154898	7	113986366	114154898	+	null					Not found	0	0.20030168
Chr7:114177760-114180694	7	114177760	114180694	+	null					Not found	0	0.7656255
Chr7:114180915-114182479	7	114180915	114182479	+	null					Not found	0	0.78012
Chr7:114184488-114189311	7	114184488	114189311	+	null					Not found	0	0.910584
Chr7:114189507-114191636	7	114189507	114191636	+	null					Not found	0	0.8692174
Chr7:114191758-114194929	7	114191758	114194929	+	null					Not found	0	1.0426192
Chr7:114195044-114201888	7	114195044	114201888	+	null					Not found	0	1.2717179
Chr7:114202024-114205966	7	114202024	114205966	+	null					Not found	0	1.6152498
Chr7:114206177-114211197	7	114206177	114211197	+	null					Not found	0	22.84995
Chr7:114249897-114308900	7	114249897	114308900	+	null					Not found	0	0.44456482
Chr7:114323574-114326899	7	114323574	114326899	-	null					Not found	0	1.1801076
Chr7:114328732-114377277	7	114328732	114377277	+	null					Not found	0	5.616485
Chr7:114410717-114412899	7	114410717	114412899	+	null					Not found	0	1.4384015
Chr7:114433451-114639242	7	114433451	114639242	+	null					Not found	0	1.0241858
Chr7:114733565-114738610	7	114733565	114738610	-	null					Not found	0	0.24824151
Chr7:114773294-114774434	7	114773294	114774434	-	null					Not found	0	0.26518586
Chr7:114781490-114782622	7	114781490	114782622	-	null					Not found	0	0.31934944
Chr7:114784929-114807761	7	114784929	114807761	-	null					Not found	0	0.24103345
Chr7:114810992-114812033	7	114810992	114812033	-	null					Not found	0	1.6833978
Chr7:114817978-114848421	7	114817978	114848421	+	null					Not found	0	1.2786311
Chr7:114971251-115002897	7	114971251	115002897	-	null					Not found	0	0.83829266
Chr7:115389532-115408727	7	115389532	115408727	+	null					Not found	0	0.046185244
Chr7:115441598-115447106	7	115441598	115447106	+	null					Not found	0	0.26309812
Chr7:115447641-115449377	7	115447641	115449377	+	null					Not found	0	0.30697334
Chr7:115754046-115787333	7	115754046	115787333	-	null					Not found	0	2.3157055
Chr7:115789396-115790458	7	115789396	115790458	-	null					Not found	0	1.0927958
Chr7:115790601-115792603	7	115790601	115792603	-	null					Not found	0	1.002502
Chr7:115810355-115828514	7	115810355	115828514	-	null					Not found	0	5.093946
Chr7:115907110-115910531	7	115907110	115910531	+	null					Not found	0	20.923033
Chr7:115941801-115946425	7	115941801	115946425	+	null					Not found	0	2.3730366
Chr7:115956337-115959421	7	115956337	115959421	-	null					Not found	0	2.0596817
Chr7:115982901-115988069	7	115982901	115988069	+	null					Not found	0	3.03573
Chr7:116355922-116359855	7	116355922	116359855	-	null					Not found	0	7.4046564
Chr7:116605563-116608117	7	116605563	116608117	+	null					Not found	0	36.57525
Chr7:116653651-116666401	7	116653651	116666401	-	null					Not found	0	2.6802914
Chr7:116672011-116675991	7	116672011	116675991	-	null					Not found	0	0.4124483
Chr7:116684470-116686560	7	116684470	116686560	+	null					Not found	0	1.1505524
Chr7:116687278-116711787	7	116687278	116711787	+	null					Not found	0	0.5137438
Chr7:116739117-116748680	7	116739117	116748680	-	null					Not found	0	0.6101753
Chr7:116787786-116872494	7	116787786	116872494	+	null					Not found	0	0.4271613
Chr7:116923090-116926308	7	116923090	116926308	+	null					Not found	0	1.1200788
Chr7:116928265-116942950	7	116928265	116942950	+	null					Not found	0	3.8426933
Chr7:116943195-116947116	7	116943195	116947116	-	null					Not found	0	2.427755
Chr7:116949886-116955115	7	116949886	116955115	+	null					Not found	0	2.9934452
Chr7:116958429-116963271	7	116958429	116963271	+	null					Not found	0	3.2348332
Chr7:116973720-116982576	7	116973720	116982576	-	null					Not found	0	1.2021369
Chr7:117001131-117002825	7	117001131	117002825	-	null					Not found	0	1.0785592
Chr7:117005410-117007559	7	117005410	117007559	-	null					Not found	0	1.0048176
Chr7:117026094-117030301	7	117026094	117030301	-	null					Not found	0	0.30672845
Chr7:117031570-117032654	7	117031570	117032654	-	null					Not found	0	2.4298992
Chr7:117057003-117058025	7	117057003	117058025	-	null					Not found	0	0.57500166
Chr7:117105841-117128797	7	117105841	117128797	+	null					Not found	0	3.0279355
Chr7:117129267-117140165	7	117129267	117140165	+	null					Not found	0	7.1260743
Chr7:117145104-117151449	7	117145104	117151449	+	null					Not found	0	23.935343
Chr7:117230415-117237343	7	117230415	117237343	+	null					Not found	0	2.8610315
Chr7:117241174-117289921	7	117241174	117289921	+	null					Not found	0	0.28769058
Chr7:117304752-117307915	7	117304752	117307915	-	null					Not found	0	49.148407
Chr7:117390355-117393634	7	117390355	117393634	-	null					Not found	0	3.1158264
Chr7:117394359-117397938	7	117394359	117397938	-	null					Not found	0	6.8542914
Chr7:117409632-117412273	7	117409632	117412273	-	null					Not found	0	24.636652
Chr7:117412501-117413780	7	117412501	117413780	-	null					Not found	0	5.7162995
Chr7:117413153-117417419	7	117413153	117417419	+	null					Not found	0	4.552682
Chr7:117417649-117420712	7	117417649	117420712	-	null					Not found	0	13.841896
Chr7:117434468-117437194	7	117434468	117437194	-	null					Not found	0	5.8961873
Chr7:117445191-117514603	7	117445191	117514603	-	null					Not found	0	0.8362124
Chr7:117514553-117538389	7	117514553	117538389	+	null					Not found	0	1.8173134
Chr7:117538563-117565172	7	117538563	117565172	-	null					Not found	0	1.0645616
Chr7:117566362-117576767	7	117566362	117576767	+	null					Not found	0	2.863593
Chr7:117581324-117587563	7	117581324	117587563	+	null					Not found	0	9.035739
Chr7:117602059-117604959	7	117602059	117604959	+	null					Not found	0	2.9780474
Chr7:117605101-117607636	7	117605101	117607636	-	null					Not found	0	1.863114
Chr7:117644033-117661754	7	117644033	117661754	-	null					Not found	0	0.90501636
Chr7:117661803-117672286	7	117661803	117672286	+	null					Not found	0	5.2427835
Chr7:117684357-117688144	7	117684357	117688144	+	null					Not found	0	8.562005
Chr7:117688549-117694963	7	117688549	117694963	+	null					Not found	0	0.33973518
Chr7:117698669-117702670	7	117698669	117702670	+	null					Not found	0	0.45258132
Chr7:117706699-117719291	7	117706699	117719291	+	null					Not found	0	5.8304253
Chr7:117720913-117722744	7	117720913	117722744	+	null					Not found	0	4.0008507
Chr7:117722954-117730700	7	117722954	117730700	-	null					Not found	0	15.665262
Chr7:117733988-117762005	7	117733988	117762005	-	null					Not found	0	1.606238
Chr7:117763850-117765900	7	117763850	117765900	-	null					Not found	0	4.1163015
Chr7:117773293-117779539	7	117773293	117779539	-	null					Not found	0	3.125619
Chr7:117778557-117788549	7	117778557	117788549	+	null					Not found	0	3.6002247
Chr7:117788722-117880267	7	117788722	117880267	+	null					Not found	0	0.97604847
Chr7:117909983-117939992	7	117909983	117939992	+	null					Not found	0	1.675817
Chr7:117949196-117950793	7	117949196	117950793	-	null					Not found	0	0.13638306
Chr7:118023656-118025589	7	118023656	118025589	-	null					Not found	0	2.3708408
Chr7:118151469-118228319	7	118151469	118228319	+	null					Not found	0	7.280912
Chr7:118313795-118396798	7	118313795	118396798	+	null					Not found	0	0.19141811
Chr7:119043591-119071648	7	119043591	119071648	+	null					Not found	0	0.23325081
Chr7:119144198-119158188	7	119144198	119158188	+	null					Not found	0	2.6240718
Chr7:119172198-119185801	7	119172198	119185801	+	null					Not found	0	0.8907596
Chr7:119187854-119200609	7	119187854	119200609	+	null					Not found	0	4.8918705
Chr7:119218741-119227026	7	119218741	119227026	+	null					Not found	0	0.88686967
Chr7:119227477-119246330	7	119227477	119246330	+	null					Not found	0	0.9171171
Chr7:119351801-119353286	7	119351801	119353286	+	null					Not found	0	6.0131526
Chr7:119393392-119409670	7	119393392	119409670	+	null					Not found	0	0.38720658
Chr7:119616331-119623119	7	119616331	119623119	+	null					Not found	0	2.6563582
Chr7:119623955-119631375	7	119623955	119631375	-	null					Not found	0	2.8438513
Chr7:119647504-119658134	7	119647504	119658134	-	null					Not found	0	4.430084
Chr7:119889832-119940940	7	119889832	119940940	+	null					Not found	0	3.1719186
Chr7:120103749-120119738	7	120103749	120119738	-	null					Not found	0	2.7536118
Chr7:120140470-120145906	7	120140470	120145906	-	null					Not found	0	11.734288
Chr7:120153873-120155842	7	120153873	120155842	-	null					Not found	0	0.2685182
Chr7:120161511-120166847	7	120161511	120166847	-	null					Not found	0	0.7869792
Chr7:120173942-120189736	7	120173942	120189736	-	null					Not found	0	0.49565792
Chr7:120190895-120236836	7	120190895	120236836	-	null					Not found	0	0.61821514
Chr7:120260652-120262624	7	120260652	120262624	-	null					Not found	0	16.697886
Chr7:120263051-120269352	7	120263051	120269352	-	null					Not found	0	1.4007668
Chr7:120284645-120295567	7	120284645	120295567	+	null					Not found	0	1.0229965
Chr7:120311171-120331596	7	120311171	120331596	-	null					Not found	0	3.8337517
Chr7:120344878-120375145	7	120344878	120375145	-	null					Not found	0	2.232597
Chr7:120372646-120380436	7	120372646	120380436	+	null					Not found	0	3.8643916
Chr7:120380574-120392156	7	120380574	120392156	-	null					Not found	0	2.431403
Chr7:120393413-120402595	7	120393413	120402595	+	null					Not found	0	0.8159082
Chr7:120465003-120484824	7	120465003	120484824	-	null					Not found	0	1.8361416
Chr7:120492444-120495324	7	120492444	120495324	+	null					Not found	0	0.9422873
Chr7:120519501-120559364	7	120519501	120559364	+	null					Not found	0	0.6328556
Chr7:120580662-120591948	7	120580662	120591948	-	null					Not found	0	0.78660536
Chr7:120593361-120636567	7	120593361	120636567	+	null					Not found	0	1.5527481
Chr7:120651973-120675561	7	120651973	120675561	+	null					Not found	0	5.742298
Chr7:120715416-120739073	7	120715416	120739073	+	null					Not found	0	2.3374612
Chr7:120749746-120760117	7	120749746	120760117	-	null					Not found	0	0.4532956
Chr7:120760098-120780242	7	120760098	120780242	+	null					Not found	0	26.61589
Chr7:120846255-120857262	7	120846255	120857262	+	null					Not found	0	0.51879334
Chr7:120860144-120875000	7	120860144	120875000	+	null					Not found	0	0.36715695
Chr7:120882251-120891566	7	120882251	120891566	+	null					Not found	0	0.22008693
Chr7:120891926-120898380	7	120891926	120898380	-	null					Not found	0	3.0380137
Chr7:120901942-120903683	7	120901942	120903683	-	null					Not found	0	27.230064
Chr7:120905338-120919980	7	120905338	120919980	+	null					Not found	0	4.693671
Chr7:120923316-120948700	7	120923316	120948700	-	null					Not found	0	2.04599
Chr7:120950401-120967527	7	120950401	120967527	+	null					Not found	0	1.9779258
Chr7:120987472-121000265	7	120987472	121000265	+	null					Not found	0	1.4381796
Chr7:121011680-121029792	7	121011680	121029792	+	null					Not found	0	28.189104
Chr7:121047902-121058095	7	121047902	121058095	+	null					Not found	0	16.459536
Chr7:121140394-121141700	7	121140394	121141700	+	null					Not found	0	0.6734691
Chr7:121215145-121233449	7	121215145	121233449	+	null					Not found	0	0.50294363
Chr7:121234485-121236019	7	121234485	121236019	-	null					Not found	0	1.4073993
Chr7:121237206-121239170	7	121237206	121239170	-	null					Not found	0	1.4946065
Chr7:121297358-121302724	7	121297358	121302724	+	null					Not found	0	47.083336
Chr7:121311036-121337711	7	121311036	121337711	-	null					Not found	0	8.576645
Chr7:121350964-121382095	7	121350964	121382095	-	null					Not found	0	1.1726207
Chr7:121394535-121436928	7	121394535	121436928	-	null					Not found	0	2.509521
Chr7:121463062-121478514	7	121463062	121478514	-	null					Not found	0	3.9933212
Chr7:121480644-121483422	7	121480644	121483422	-	null					Not found	0	71.8881
Chr7:121485681-121489048	7	121485681	121489048	+	null					Not found	0	6.068202
Chr7:121511213-121622006	7	121511213	121622006	-	null					Not found	0	0.96680784
Chr7:121930761-121984391	7	121930761	121984391	-	null					Not found	0	0.0604031
Chr7:122018505-122147927	7	122018505	122147927	-	null					Not found	0	2.3618436
Chr7:122157203-122192908	7	122157203	122192908	-	null					Not found	0	1.4896679
Chr7:122203534-122232992	7	122203534	122232992	-	null					Not found	0	1.4497368
Chr7:122233203-122403757	7	122233203	122403757	+	null					Not found	0	0.40337214
Chr7:122456771-122460018	7	122456771	122460018	-	null					Not found	0	1.8149515
Chr7:122539308-122581717	7	122539308	122581717	+	null					Not found	0	0.6879121
Chr7:122584372-122635880	7	122584372	122635880	+	null					Not found	0	2.1095562
Chr7:122636279-122688760	7	122636279	122688760	-	null					Not found	0	0.7768304
Chr7:122700871-122710060	7	122700871	122710060	-	null					Not found	0	4.108437
Chr7:122818060-122889048	7	122818060	122889048	-	null					Not found	0	1.7462949
Chr7:122896913-122917986	7	122896913	122917986	-	null					Not found	0	2.0572872
